player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Kevon Harris,harrike01,2023,RS,ORL,445,214,-1.479978245857494,.1273332051943039,-1.35264504066319,-1.528557693843323,-1.444947195909413,-2.973504889752735,-1.549507418976693,-.1296232311838554,-1.679130650160549,.1176277994593698,.1176277994593698,0,-2.04709192696004,-1.502642366864001,-3.549734293824041,.6126203606368388
Tobias Harris,harrito02,2023,RS,PHI,1420,705,.4473989986037992,-.3479589311350832,.099440067468716,-2.203958227262865,3.744656538639842,1.540698311376977,-.0711625411574686,.4592432268230016,.3880806856655331,1.114267579639018,1.114267579639018,0,-.3915895542592742,1.303301216610193,.9117116623509189,-1.298423377901661
Isaiah Hartenstein,harteis01,2023,RS,NYK,1057,501,-1.402152339798187,3.351313590859239,1.949161251061052,-2.249991611521918,.8085445201638182,-1.441447091358099,-1.691408962486556,3.055427346706931,1.364018384220375,1.049275594965763,1.049275594965763,0,-1.599402636374651,3.264393169618174,1.664990533243523,-.2224102516753384
Josh Hart,hartjo01,2023,RS,POR,1585,782,-.175268772081188,1.527100829721644,1.351832057640456,3.968260902384448,3.470082925140082,7.438343827524529,.6624316345865127,2.038067496686124,2.700499131272636,2.159816161052086,2.159816161052086,0,.465413484700889,3.224843769987758,3.690257254688647,-.6894354565550177
Udonis Haslem,hasleud01,2023,RS,MIA,53,24,-7.973014413219883,15.40572805136478,7.432713638144899,-3.042074165259741,-3.16577958692114,-6.207853752180881,-7.440716129734194,12.47508253908826,5.034366409354065,.0962447876307648,.0962447876307648,0,-6.389550486281958,11.75317099650999,5.363620510228032,.9846641125526204
Sam Hauser,hausesa01,2023,RS,BOS,845,401,3.823899428426542,-.1283752259183313,3.695524202508211,4.401406814092922,2.743031454676774,7.144438268769695,4.069118252716015,.4479797320089929,4.517097984725008,1.477094654600594,1.477094654600594,0,3.964780575698596,-.255741575445448,3.709039000253148,-.6595132459600469
Jaxson Hayes,hayesja02,2023,RS,NOP,144,67,-8.148351134243111,-3.653857235750667,-11.80220836999378,-10.27390552219084,3.223214006101755,-7.050691516089083,-9.128392154895769,-2.478711851809812,-11.60710400670558,-.3041841228123661,-.3041841228123661,0,-7.986549845349733,-3.982422998269246,-11.96897284361898,.4743686684850494
Killian Hayes,hayeski01,2023,RS,DET,1260,606,-2.346413015388479,-.1675135714273916,-2.51392658681587,-2.47908426261793,-2.186387170372533,-4.665471432990463,-2.492687224969552,-.5219469602079088,-3.014634185177461,-.0812955124334167,-.0812955124334167,0,-1.659176253918078,.1482365015735317,-1.510939752344546,-.6490724470980606
Gordon Hayward,haywago01,2023,RS,CHA,751,355,-2.096518041928197,-.8369135413233595,-2.933431583251557,-1.429913559729805,1.734841403022787,.3049278432929814,-1.999935771713922,-.3332394738135504,-2.333175245527473,.0756483624088279,.0756483624088279,0,-1.770719210780761,-1.557010647875558,-3.327729858656319,.2047626375554523
Juancho Hernangomez,hernaju01,2023,RS,TOR,569,271,-1.725847494554106,1.025322146902035,-.700525347652071,-1.426119683783012,1.39177226106028,-.0343474227227318,-1.798362285166094,1.162565569728361,-.6357967154377326,.2919445692484606,.2919445692484606,0,-1.372109050004567,.7722398803511784,-.5998691696533888,-.1295890167078634
Willy Hernangomez,hernawi01,2023,RS,NOP,221,99,-4.29871256106083,4.540270021102641,.2415574600418111,-6.605576998444972,3.02441575326926,-3.581161245175712,-5.089963504111788,4.397298933908955,-.6926645702028331,.1047939263743177,.1047939263743177,0,-5.10825869855772,1.694749316859847,-3.413509381697874,.8559769564603882
Tyler Herro,herroty01,2023,RS,MIA,1024,498,.2008504688431749,1.361987033278473,1.562837502121648,.2867924575374244,-1.385443555258615,-1.098651097721191,.2794612167467169,.8517405042993688,1.131201721046086,.9813407803338673,.9813407803338673,0,.8994052443518311,1.603252771748322,2.502658016100153,-.4922606775422625
Buddy Hield,hieldbu01,2023,RS,IND,1553,719,-.0943631813022639,-.7492593615117455,-.8436225428140094,3.758162515914427,2.493058459034885,6.251220974949312,.728944495810699,-.0959326357658171,.6330118600448819,1.254227664193379,1.254227664193379,0,.454872197844766,.126723227442444,.58159542528721,1.079185438419261
Haywood Highsmith,highsha01,2023,RS,MIA,554,267,-4.719672471654043,4.748920185611847,.0292477139578038,-5.710091174031075,5.093728879868554,-.6163622941625206,-5.222335868958607,5.085235069359752,-.1371007995988558,.3553123984458603,.3553123984458603,0,-4.981647442397795,3.852001004531059,-1.129646437866737,-.1779999461059942
George Hill,hillge01,2023,RS,MIL,954,449,-1.551440820954039,-.113060887938882,-1.664501708892921,.4203964202228358,1.295177384061893,1.715573804284729,-1.214045683926907,.1157387109595048,-1.098306972967402,.3743947591810093,.3743947591810093,0,-1.595821998629805,-.0729931880293576,-1.668815186659163,-1.063851557957294
Malcolm Hill,hillma01,2023,RS,CHI,3,1,-5.537757315789881,-1.340183710434636,-6.877941026224518,-65.00294086094553,49.96455759454608,-15.03838326639945,-18.42104358254832,9.147777575097001,-9.273266007451317,-.0034066542648518,-.0034066542648518,0,-17.71880458276399,3.16761216283789,-14.5511924199261,2.38815626665602
Aaron Holiday,holidaa01,2023,RS,ATL,775,359,-1.009607906585425,-.6910662492830071,-1.700674155868432,1.290705132309121,-.552062399005721,.7386427333034002,-.5679489382256383,-.7110377230027906,-1.278986661228429,.2685159999188583,.2685159999188583,0,-.7100965131882788,-1.006177766036661,-1.71627427922494,-.344840943352477
Jrue Holiday,holidjr01,2023,RS,MIL,1164,549,2.364218230480815,2.69342889431937,5.057647124800185,5.246115113515245,2.080015372101428,7.326130485616673,3.104099690291672,2.663722343198362,5.767822033490035,2.398547135035978,2.398547135035978,0,3.241854283384957,2.819735596898763,6.061589880283719,.5393680925576272
Justin Holiday,holidju01,2023,RS,ATL,656,303,-2.872124901892231,-2.91752387172048,-5.789648773612711,-4.592869846328526,-.729272943154809,-5.322142789483335,-3.386633902457389,-2.646333242182227,-6.032967144639617,-.5074907021926859,-.5074907021926859,0,-2.272755161422485,-3.456039449274734,-5.728794610697219,-.0050202134027231
Richaun Holmes,holmeri01,2023,RS,SAC,279,127,-5.026211815913332,-7.139180801710123,-12.16539261762345,-8.905468491639963,-4.045518102227593,-12.95098659386756,-6.15971965761476,-6.937262894240907,-13.09698255185567,-.6675610582422531,-.6675610582422531,0,-6.466100949419512,-6.142708209677568,-12.60880915909708,-.4344006794012332
Al Horford,horfoal01,2023,RS,BOS,1317,632,.4083278782966234,1.227797456244048,1.636125334540671,1.821878845670583,1.732632624888541,3.554511470559124,.6338016256592695,1.428868421919598,2.062670047578867,1.543578261023802,1.543578261023802,0,1.468559644193558,1.720934376703495,3.189494020897053,-.5383825051023164
Talen Horton-Tucker,hortota01,2023,RS,UTA,928,421,-2.183720828600098,-.7355963611139785,-2.919317189714076,-4.64779661847459,3.275074644769655,-1.372721973704935,-2.898360204773566,.0809978851352538,-2.817362319638312,-.0146057882167528,-.0146057882167528,0,-1.890191185515044,-.899364231298227,-2.789555416813271,.9571580182136159
Danuel House Jr.,houseda01,2023,RS,PHI,797,384,-2.759560773230418,-1.805376967492816,-4.564937740723234,.6963434150335611,-5.887581189581593,-5.191237774548032,-2.186036138940116,-2.788608111945152,-4.974644250885269,-.4324152784202233,-.4324152784202233,0,-2.329674179011339,-2.601634446836985,-4.931308625848324,-.7969612441545806
Caleb Houstan,houstca01,2023,RS,ORL,729,356,-.7999386771569981,-2.801456357005341,-3.601395034162339,3.239497505254699,-4.240730049335272,-1.001232544080572,.0060373521656515,-3.213607868300375,-3.207570516134724,-.0822212371563934,-.0822212371563934,0,-.3095294899218714,-4.26470362755509,-4.574233117476961,-1.081872299452655
Trevor Hudgins,hudgitr01,2023,RS,HOU,6,4,19.78069859064999,-14.5680552241113,5.212643366538696,-.4624470232324638,-21.1024952721168,-21.56494229534927,16.81743631977647,-16.92277428958611,-.1053379698096357,.0051572064406068,.0051572064406068,0,14.51976256848461,-17.15692941895812,-2.637166850473511,-4.503642851091126
Kevin Huerter,huertke01,2023,RS,SAC,1476,700,2.585511414334011,-1.270220703160379,1.315290711173631,6.33105513774859,-.6543273803738052,5.676727757374785,3.476182032365772,-1.21466624053235,2.261515791833422,1.775827237375796,1.775827237375796,0,3.710610732313885,.4266746782345012,4.137285410548386,-.7913310964864014
De'Andre Hunter,huntede01,2023,RS,ATL,1382,648,-1.835241233124968,-.1593577841793085,-1.994599017304276,-1.529512560579713,.8446544471014081,-.6848581134783049,-1.881406163814717,.0341820402172696,-1.847224123597447,.298306618842977,.298306618842977,0,-1.602808864129597,-.3005049188702995,-1.903313782999896,-.0542050589342662
Bones Hyland,hylanbo01,2023,RS,DEN,640,307,1.183926915674732,-4.249044756552477,-3.065117840877745,-7.114054531943088,-7.166996671763942,-14.28105120370703,-.6132926753238545,-5.100584916175124,-5.713877591498978,-.4641235872909416,-.4641235872909416,0,.2319291990062883,-4.89155979373388,-4.659630594727592,-.0245871437569455
Serge Ibaka,ibakase01,2023,RS,MIL,331,159,-1.691071416512597,-.4685240501895033,-2.1595954667021,-8.590920312824384,-3.018908180533376,-11.60982849335776,-3.224422054248607,-1.112417737793676,-4.336839792042283,-.1271408330196854,-.1271408330196854,0,-4.366338283922186,-1.203883180614845,-5.570221464537031,-1.248095697532196
